vprog,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,tau_stdp,accuracy,accuracy_2,seed
0.0,0.00035,0.5,60000.0,0.03,0.03,0.015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.05,9.81,0.08,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.01,9.87,0.27,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.005,9.81,0.09,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.02,9.92,0.54,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.04,10.0,0.91,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.05,10.07,1.14,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.01,9.86,0.24,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.005,9.81,0.1,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.02,9.85,0.43,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.04,10.02,0.92,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.05,10.13,1.16,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.01,9.879999999999999,0.24,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.005,9.81,0.09,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.02,9.92,0.45,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.04,10.0,0.83,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.0015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.05,10.040000000000001,1.02,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.01,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.005,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.02,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.04,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.05,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.01,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.005,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.02,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.04,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.05,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.01,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.005,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.02,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.04,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.15,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.05,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.01,10.32,2.14,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.005,10.08,1.17,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.02,10.85,4.66,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.04,13.34,9.52,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.05,13.43,10.83,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.01,10.36,2.2,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.005,10.12,1.24,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.02,10.96,4.19,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.04,13.139999999999999,9.26,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.2,0.0,0.05,13.69,10.64,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.01,10.299999999999999,1.95,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.005,10.02,1.03,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.02,10.879999999999999,4.11,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.04,13.28,9.15,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,0.00015,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,0.05,13.77,10.57,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,1.5,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.01,9.8,0.0,100.0
0.0,0.00035,0.5,60000.0,0.03,0.03,1.5,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,0.005,9.8,0.0,100.0
